"Time","A","B","C","D","E","F","G","H"
"19:28:17",0,1.28113,1.59354,0,1.25562,2.53623,3.94934,1.30194
"19:28:28",0,1.28113,1.59354,0,1.25562,2.53623,3.94934,1.30194
"19:28:38",0,1.28113,1.59354,0,1.25562,2.53623,3.94934,1.30194
"19:28:48",0,1.28113,1.59354,0,1.25562,2.53623,3.94934,1.30194
"19:28:59",0,1.28113,1.59354,0,1.25562,2.53623,3.94934,1.30194
"19:29:09",0,0.82797,1.59354,0,1.45751,2.53623,3.93354,1.30194
"19:29:20",0,0.82797,1.59354,0,1.45751,2.53623,3.93354,1.30194
"19:29:30",0,0.82797,1.59354,0,1.45751,2.53623,3.93354,1.30194
"19:29:41",0,0.82797,1.59354,0,1.45751,2.53623,3.93354,1.30194
"19:29:51",0,0.82797,1.59354,0,1.45751,2.53623,3.93354,1.30194
"19:30:02",0,1.58431,1.38388,0,1.37658,2.53623,5.48228,1.30194
"19:30:12",0,1.58431,1.38388,0,1.37658,2.53623,5.48228,1.30194
"19:30:23",0,1.58431,1.38388,0,1.37658,2.53623,5.48228,1.30194
"19:30:33",0,1.58431,1.38388,0,1.37658,2.53623,5.48228,1.30194
"19:30:44",0,1.58431,1.38388,0,1.37658,2.53623,5.48228,1.30194
"19:30:54",0,1.58431,1.38388,0,1.37658,2.53623,5.48228,1.30194
"19:31:05",0,1.43342,1.32324,0,1.25562,2.10287,3.94169,1.30194
"19:31:15",0,1.43342,1.32324,0,1.25562,2.10287,3.94169,1.30194
"19:31:26",0,1.43342,1.32324,0,1.25562,2.10287,3.94169,1.30194
"19:31:37",0,1.43342,1.32324,0,1.25562,2.10287,3.94169,1.30194
"19:31:47",0,1.43342,1.32324,0,1.25562,2.10287,3.94169,1.30194
"19:31:58",0,1.43342,1.32324,0,1.25562,2.10287,3.94169,1.30194
"19:32:08",0,0.82797,1.59354,0,1.45751,0.47832,3.9253,1.30379
"19:32:19",0,0.82797,1.59354,0,1.45751,0.47832,3.9253,1.30379
"19:32:29",0,0.82797,1.59354,0,1.45751,0.47832,3.9253,1.30379
"19:32:40",0,0.82797,1.59354,0,1.45751,0.47832,3.9253,1.30379
"19:32:50",0,0.82797,1.59354,0,1.45751,0.47832,3.9253,1.30379
"19:33:01",0,0.24469,1.32327,0.31488,1.37658,2.45505,5.48228,1.30379
"19:33:12",0,0.24469,1.32327,0.31488,1.37658,2.45505,5.48228,1.30379
"19:33:22",0,0.24469,1.32327,0.31488,1.37658,2.45505,5.48228,1.30379
"19:33:33",0,0.24469,1.32327,0.31488,1.37658,2.45505,5.48228,1.30379
"19:33:43",0,0.24469,1.32327,0.31488,1.37658,2.45505,5.48228,1.30379
"19:33:53",0,0.24469,1.32327,0.31488,1.37658,2.45505,5.48228,1.30379
"19:34:04",0,0.50826,1.32327,0.31488,1.25562,2.50309,3.94169,1.32118
"19:34:15",0,0.50826,1.32327,0.31488,1.25562,2.50309,3.94169,1.32118
"19:34:26",0,0.50826,1.32327,0.31488,1.25562,2.50309,3.94169,1.32118
"19:34:38",0,0.50826,1.32327,0.31488,1.25562,2.50309,3.94169,1.32118
"19:34:49",0,0.50826,1.32327,0.31488,1.25562,2.50309,3.94169,1.32118
"19:34:59",0,0.50826,1.32327,0.31488,1.25562,2.50309,3.94169,1.32118
"19:35:10",0,0.19736,0,0.45761,1.45751,2.13806,3.9253,1.33269
"19:35:20",0,0.19736,0,0.45761,1.45751,2.13806,3.9253,1.33269
"19:35:31",0,0.19736,0,0.45761,1.45751,2.13806,3.9253,1.33269
"19:35:42",0,0.19736,0,0.45761,1.45751,2.13806,3.9253,1.33269
"19:35:52",0,0.19736,0,0.45761,1.45751,2.13806,3.9253,1.33269
"19:36:03",0,0,0,0,1.37614,2.45981,5.48228,1.34604
"19:36:13",0,0,0,0,1.37614,2.45981,5.48228,1.34604
"19:36:24",0,0,0,0,1.37614,2.45981,5.48228,1.34604
"19:36:35",0,0,0,0,1.37614,2.45981,5.48228,1.34604
"19:36:45",0,0,0,0,1.37614,2.45981,5.48228,1.34604
"19:36:56",0,0,0,0,1.37614,2.45981,5.48228,1.34604
"19:37:07",0,1.79392,0,0,1.25541,2.50382,3.95222,1.36123
"19:37:20",0,1.79392,0,0,1.25541,2.50382,3.95222,1.36123
"19:37:30",0,1.79392,0,0,1.25541,2.50382,3.95222,1.36123
"19:37:41",0,1.79392,0,0,1.25541,2.50382,3.95222,1.36123
"19:37:51",0,1.79392,0,0,1.25541,2.50382,3.95222,1.36123
"19:38:02",0.96286,1.80794,0,0,1.46022,2.13888,3.92981,1.37825
"19:38:12",0.96286,1.80794,0,0,1.46022,2.13888,3.92981,1.37825
"19:38:23",0.96286,1.80794,0,0,1.46022,2.13888,3.92981,1.37825
"19:38:33",0.96286,1.80794,0,0,1.46022,2.13888,3.92981,1.37825
"19:38:44",0.96286,1.80794,0,0,1.46022,2.13888,3.92981,1.37825
"19:38:54",0.96286,1.80794,0,0,1.46022,2.13888,3.92981,1.37825
"19:39:05",0.49488,1.46196,0,0,1.37849,2.46561,5.4785,2.44756
"19:39:15",0.49488,1.46196,0,0,1.37849,2.46561,5.4785,2.44756
"19:39:26",0.49488,1.46196,0,0,1.37849,2.46561,5.4785,2.44756
"19:39:36",0.49488,1.46196,0,0,1.37849,2.46561,5.4785,2.44756
"19:39:47",0.49488,1.46196,0,0,1.37849,2.46561,5.4785,2.44756
"19:39:57",0.49488,1.46196,0,0,1.37849,2.46561,5.4785,2.44756
"19:40:07",1.00615,1.44263,0,0,1.25541,2.50474,3.93366,2.40782
"19:40:18",1.00615,1.44263,0,0,1.25541,2.50474,3.93366,2.40782
"19:40:28",1.00615,1.44263,0,0,1.25541,2.50474,3.93366,2.40782
"19:40:39",1.00615,1.44263,0,0,1.25541,2.50474,3.93366,2.40782
"19:40:49",1.00615,1.44263,0,0,1.25541,2.50474,3.93366,2.40782
"19:41:00",1.00615,1.44263,0,0,1.25541,2.50474,3.93366,2.40782
"19:41:10",0.81077,1.44217,0,0,1.45085,2.13992,3.91835,2.40782
"19:41:21",0.81077,1.44217,0,0,1.45085,2.13992,3.91835,2.40782
"19:41:31",0.81077,1.44217,0,0,1.45085,2.13992,3.91835,2.40782
"19:41:42",0.81077,1.44217,0,0,1.45085,2.13992,3.91835,2.40782
"19:41:52",0.81077,1.44217,0,0,1.45085,2.13992,3.91835,2.40782
"19:42:02",1.83187,1.51072,0,0,0,2.46954,2.71283,2.40782
"19:42:13",1.83187,1.51072,0,0,0,2.46954,2.71283,2.40782
"19:42:23",1.83187,1.51072,0,0,0,2.46954,2.71283,2.40782
"19:42:34",1.83187,1.51072,0,0,0,2.46954,2.71283,2.40782
"19:42:44",1.83187,1.51072,0,0,0,2.46954,2.71283,2.40782
"19:42:55",1.83187,1.51072,0,0,0,2.46954,2.71283,2.40782
"19:43:05",3.52145,1.56703,0,0,0,2.50474,0.6649,2.36825
"19:43:16",3.52145,1.56703,0,0,0,2.50474,0.6649,2.36825
"19:43:26",3.52145,1.56703,0,0,0,2.50474,0.6649,2.36825
"19:43:37",3.52145,1.56703,0,0,0,2.50474,0.6649,2.36825
"19:43:47",3.52145,1.56703,0,0,0,2.50474,0.6649,2.36825
"19:43:58",3.52145,1.56703,0,0,0,2.50474,0.6649,2.36825
"19:44:08",3.84156,1.44438,0,0,0,2.13992,2.68376,2.36825
"19:44:19",3.84156,1.44438,0,0,0,2.13992,2.68376,2.36825
"19:44:30",3.84156,1.44438,0,0,0,2.13992,2.68376,2.36825
"19:44:40",3.84156,1.44438,0,0,0,2.13992,2.68376,2.36825
"19:44:50",3.84156,1.44438,0,0,0,2.13992,2.68376,2.36825
"19:45:01",0.96422,1.52139,0,0,0,2.46954,3.14159,2.36825
"19:45:12",0.96422,1.52139,0,0,0,2.46954,3.14159,2.36825
"19:45:22",0.96422,1.52139,0,0,0,2.46954,3.14159,2.36825
"19:45:33",0.96422,1.52139,0,0,0,2.46954,3.14159,2.36825
"19:45:43",0.96422,1.52139,0,0,0,2.46954,3.14159,2.36825
"19:45:53",0.96422,1.52139,0,0,0,2.46954,3.14159,2.36825
"19:46:04",6.1362,2.86824,0,0,0,2.50474,3.93809,2.8936
"19:46:14",6.1362,2.86824,0,0,0,2.50474,3.93809,2.8936
"19:46:25",6.1362,2.86824,0,0,0,2.50474,3.93809,2.8936
"19:46:35",6.1362,2.86824,0,0,0,2.50474,3.93809,2.8936
"19:46:46",6.1362,2.86824,0,0,0,2.50474,3.93809,2.8936
"19:46:56",6.1362,2.86824,0,0,0,2.50474,3.93809,2.8936
"19:47:07",3.14159,2.96667,0,0,0,1.93278,1.62308,2.6845
"19:47:17",3.14159,2.96667,0,0,0,1.93278,1.62308,2.6845
"19:47:28",3.14159,2.96667,0,0,0,1.93278,1.62308,2.6845
"19:47:38",3.14159,2.96667,0,0,0,1.93278,1.62308,2.6845
"19:47:48",3.14159,2.96667,0,0,0,1.93278,1.62308,2.6845
"19:47:59",3.14159,2.96667,0,0,0,1.93278,1.62308,2.6845
"19:48:09",3.4605,3.50376,0.11117,0,0,0,3.18566,2.6845
"19:48:20",3.4605,3.50376,0.11117,0,0,0,3.18566,2.6845
"19:48:30",3.4605,3.50376,0.11117,0,0,0,3.18566,2.6845
"19:48:41",3.4605,3.50376,0.11117,0,0,0,3.18566,2.6845
"19:48:51",3.4605,3.50376,0.11117,0,0,0,3.18566,2.6845
"19:49:02",3.78655,1.97318,0,0,0,0,3.82336,2.84556
"19:49:12",3.78655,1.97318,0,0,0,0,3.82336,2.84556
"19:49:22",3.78655,1.97318,0,0,0,0,3.82336,2.84556
"19:49:33",3.78655,1.97318,0,0,0,0,3.82336,2.84556
"19:49:43",3.78655,1.97318,0,0,0,0,3.82336,2.84556
"19:49:54",3.78655,1.97318,0,0,0,0,3.82336,2.84556
"19:50:05",3.14159,1.73204,0,0,0,0,1.77201,2.6845
"19:50:15",3.14159,1.73204,0,0,0,0,1.77201,2.6845
"19:50:26",3.14159,1.73204,0,0,0,0,1.77201,2.6845
"19:50:36",3.14159,1.73204,0,0,0,0,1.77201,2.6845
"19:50:47",3.14159,1.73204,0,0,0,0,1.77201,2.6845
"19:50:57",3.14159,1.73204,0,0,0,0,1.77201,2.6845
"19:51:08",3.76655,3.21962,0.15436,0,0,0,3.14159,2.6845
"19:51:18",3.76655,3.21962,0.15436,0,0,0,3.14159,2.6845
"19:51:29",3.76655,3.21962,0.15436,0,0,0,3.14159,2.6845
"19:51:39",3.76655,3.21962,0.15436,0,0,0,3.14159,2.6845
"19:51:50",3.76655,3.21962,0.15436,0,0,0,3.14159,2.6845
"19:52:00",3.76655,3.21962,0.15436,0,0,0,3.14159,2.6845
"19:52:11",3.78861,1.97525,3.00602,0,0,0,2.17481,0.64424
"19:52:22",3.78861,1.97525,3.00602,0,0,0,2.17481,0.64424
"19:52:32",3.78861,1.97525,3.00602,0,0,0,2.17481,0.64424
"19:52:42",3.78861,1.97525,3.00602,0,0,0,2.17481,0.64424
"19:52:53",3.78861,1.97525,3.00602,0,0,0,2.17481,0.64424
"19:53:03",3.14159,1.73551,2.53696,0,0,1.1432,1.22715,0.56348
"19:53:14",3.14159,1.73551,2.53696,0,0,1.1432,1.22715,0.56348
"19:53:24",3.14159,1.73551,2.53696,0,0,1.1432,1.22715,0.56348
"19:53:35",3.14159,1.73551,2.53696,0,0,1.1432,1.22715,0.56348
"19:53:45",3.14159,1.73551,2.53696,0,0,1.1432,1.22715,0.56348
"19:53:56",3.14159,1.73551,2.53696,0,0,1.1432,1.22715,0.56348
"19:54:06",3.77336,3.22076,2.81006,0,0.03542,0,3.29598,0.55341
"19:54:17",3.77336,3.22076,2.81006,0,0.03542,0,3.29598,0.55341
"19:54:27",3.77336,3.22076,2.81006,0,0.03542,0,3.29598,0.55341
"19:54:37",3.77336,3.22076,2.81006,0,0.03542,0,3.29598,0.55341
"19:54:48",3.77336,3.22076,2.81006,0,0.03542,0,3.29598,0.55341
"19:54:58",3.77336,3.22076,2.81006,0,0.03542,0,3.29598,0.55341
"19:55:09",3.98852,1.97434,0,0,0.02948,0,3.26934,0.87737
"19:55:19",3.98852,1.97434,0,0,0.02948,0,3.26934,0.87737
"19:55:30",3.98852,1.97434,0,0,0.02948,0,3.26934,0.87737
"19:55:40",3.98852,1.97434,0,0,0.02948,0,3.26934,0.87737
"19:55:51",3.98852,1.97434,0,0,0.02948,0,3.26934,0.87737
"19:56:01",3.14159,1.73199,0,0,0.08309,1.1432,3.58529,1.69234
"19:56:12",3.14159,1.73199,0,0,0.08309,1.1432,3.58529,1.69234
"19:56:22",3.14159,1.73199,0,0,0.08309,1.1432,3.58529,1.69234
"19:56:33",3.14159,1.73199,0,0,0.08309,1.1432,3.58529,1.69234
"19:56:43",3.14159,1.73199,0,0,0.08309,1.1432,3.58529,1.69234
"19:56:54",3.14159,1.73199,0,0,0.08309,1.1432,3.58529,1.69234
"19:57:04",3.14159,3.22928,0,0,0.03542,0,3.00758,1.60015
"19:57:14",3.14159,3.22928,0,0,0.03542,0,3.00758,1.60015
"19:57:25",3.14159,3.22928,0,0,0.03542,0,3.00758,1.60015
"19:57:35",3.14159,3.22928,0,0,0.03542,0,3.00758,1.60015
"19:57:46",3.14159,3.22928,0,0,0.03542,0,3.00758,1.60015
"19:57:56",3.14159,3.22928,0,0,0.03542,0,3.00758,1.60015
"19:58:07",3.14159,1.97595,0,0,0.03542,0,3.26934,1.73477
"19:58:17",3.14159,1.97595,0,0,0.03542,0,3.26934,1.73477
"19:58:28",3.14159,1.97595,0,0,0.03542,0,3.26934,1.73477
"19:58:38",3.14159,1.97595,0,0,0.03542,0,3.26934,1.73477
"19:58:49",3.14159,1.97595,0,0,0.03542,0,3.26934,1.73477
"19:58:59",3.14159,1.97595,0,0,0.03542,0,3.26934,1.73477
"19:59:09",3.14159,1.7414,0,0,0,1.14271,3.53862,0
"19:59:20",3.14159,1.7414,0,0,0,1.14271,3.53862,0
"19:59:30",3.14159,1.7414,0,0,0,1.14271,3.53862,0
"19:59:41",3.14159,1.7414,0,0,0,1.14271,3.53862,0
"19:59:51",3.14159,1.7414,0,0,0,1.14271,3.53862,0
"20:00:03",3.14159,3.23507,0,0,0,0,1.84418,0
"20:00:13",3.14159,3.23507,0,0,0,0,1.84418,0
"20:00:23",3.14159,3.23507,0,0,0,0,1.84418,0
"20:00:34",3.14159,3.23507,0,0,0,0,1.84418,0
"20:00:44",3.14159,3.23507,0,0,0,0,1.84418,0
"20:00:55",3.14159,3.23507,0,0,0,0,1.84418,0
"20:01:05",3.94528,1.98629,0,0,0,0,2.25209,0
"20:01:16",3.94528,1.98629,0,0,0,0,2.25209,0
"20:01:26",3.94528,1.98629,0,0,0,0,2.25209,0
"20:01:37",3.94528,1.98629,0,0,0,0,2.25209,0
"20:01:47",3.94528,1.98629,0,0,0,0,2.25209,0
"20:01:58",3.94528,1.98629,0,0,0,0,2.25209,0
"20:02:09",3.57584,1.75577,0,0,0,1.13433,3.39315,0
"20:02:20",3.57584,1.75577,0,0,0,1.13433,3.39315,0
"20:02:30",3.57584,1.75577,0,0,0,1.13433,3.39315,0
"20:02:41",3.57584,1.75577,0,0,0,1.13433,3.39315,0
"20:02:51",3.57584,1.75577,0,0,0,1.13433,3.39315,0
"20:03:02",3.14159,3.26854,0,0,0,0,3.42317,0
"20:03:12",3.14159,3.26854,0,0,0,0,3.42317,0
"20:03:22",3.14159,3.26854,0,0,0,0,3.42317,0
"20:03:33",3.14159,3.26854,0,0,0,0,3.42317,0
"20:03:43",3.14159,3.26854,0,0,0,0,3.42317,0
"20:03:54",3.14159,3.26854,0,0,0,0,3.42317,0
"20:04:05",6.10982,2.02576,0,0,1.57463,0,5.45103,0
"20:04:15",6.10982,2.02576,0,0,1.57463,0,5.45103,0
"20:04:26",6.10982,2.02576,0,0,1.57463,0,5.45103,0
"20:04:36",6.10982,2.02576,0,0,1.57463,0,5.45103,0
"20:04:46",6.10982,2.02576,0,0,1.57463,0,5.45103,0
"20:04:57",6.10982,2.02576,0,0,1.57463,0,5.45103,0
"20:05:07",3.14159,1.81833,0,0.88915,1.58072,1.13433,6.14675,0
"20:05:18",3.14159,1.81833,0,0.88915,1.58072,1.13433,6.14675,0
"20:05:28",3.14159,1.81833,0,0.88915,1.58072,1.13433,6.14675,0
"20:05:39",3.14159,1.81833,0,0.88915,1.58072,1.13433,6.14675,0
"20:05:49",3.14159,1.81833,0,0.88915,1.58072,1.13433,6.14675,0
"20:06:00",3.14159,1.81833,0,0.88915,1.58072,1.13433,6.14675,0
"20:06:10",7.70041,3.39387,0,0,1.66639,0,3.67657,0
"20:06:20",7.70041,3.39387,0,0,1.66639,0,3.67657,0
"20:06:31",7.70041,3.39387,0,0,1.66639,0,3.67657,0
"20:06:41",7.70041,3.39387,0,0,1.66639,0,3.67657,0
"20:06:52",7.70041,3.39387,0,0,1.66639,0,3.67657,0
"20:07:02",3.14159,2.01046,0,0,1.57463,0,3.84679,0
"20:07:13",3.14159,2.01046,0,0,1.57463,0,3.84679,0
"20:07:23",3.14159,2.01046,0,0,1.57463,0,3.84679,0
"20:07:34",3.14159,2.01046,0,0,1.57463,0,3.84679,0
"20:07:44",3.14159,2.01046,0,0,1.57463,0,3.84679,0
"20:07:55",3.14159,2.01046,0,0,1.57463,0,3.84679,0
"20:08:05",3.14159,1.81335,0,0,1.58072,1.13433,3.14159,0
"20:08:16",3.14159,1.81335,0,0,1.58072,1.13433,3.14159,0
"20:08:26",3.14159,1.81335,0,0,1.58072,1.13433,3.14159,0
"20:08:36",3.14159,1.81335,0,0,1.58072,1.13433,3.14159,0
"20:08:47",3.14159,1.81335,0,0,1.58072,1.13433,3.14159,0
"20:08:57",3.14159,1.81335,0,0,1.58072,1.13433,3.14159,0
"20:09:08",7.74955,3.57917,0,0,1.3815,0,3.14159,0
"20:09:18",7.74955,3.57917,0,0,1.3815,0,3.14159,0
"20:13:06",6.21639,0,0,0,0.08156,0,2.5867,0
"20:14:07",3.14159,0,0,0,0,1.13433,3.00472,0
"20:14:18",3.14159,0,0,0,0,1.13433,3.00472,0
"20:14:29",3.14159,0,0,0,0,1.13433,3.00472,0
"20:14:39",3.14159,0,0,0,0,1.13433,3.00472,0
"20:14:50",3.14159,0,0,0,0,1.13433,3.00472,0
"20:15:00",3.14159,0,0,0,0,1.13433,3.00472,0
"20:15:11",2.50342,0,0,0,0,0,3.05601,0
"20:15:21",2.50342,0,0,0,0,0,3.05601,0
"20:15:32",2.50342,0,0,0,0,0,3.05601,0
"20:15:42",2.50342,0,0,0,0,0,3.05601,0
"20:15:53",2.50342,0,0,0,0,0,3.05601,0
"20:16:03",2.65721,0,0,0,0,1.39731,3.21523,0
"20:16:13",2.65721,0,0,0,0,1.39731,3.21523,0
"20:16:24",2.65721,0,0,0,0,1.39731,3.21523,0
"20:16:34",2.65721,0,0,0,0,1.39731,3.21523,0
"20:16:45",2.65721,0,0,0,0,1.39731,3.21523,0
"20:16:55",2.65721,0,0,0,0,1.39731,3.21523,0
"20:17:06",1.69036,0,0,0,0,1.8751,3.59723,0
"20:17:16",1.69036,0,0,0,0,1.8751,3.59723,0
"20:17:26",1.69036,0,0,0,0,1.8751,3.59723,0
"20:17:37",1.69036,0,0,0,0,1.8751,3.59723,0
"20:17:47",1.69036,0,0,0,0,1.8751,3.59723,0
"20:17:58",1.69036,0,0,0,0,1.8751,3.59723,0
"20:18:08",2.94255,0,0,1.28699,0,1.28789,3.66686,0
"20:18:19",2.94255,0,0,1.28699,0,1.28789,3.66686,0
"20:18:29",2.94255,0,0,1.28699,0,1.28789,3.66686,0
"20:18:40",2.94255,0,0,1.28699,0,1.28789,3.66686,0
"20:18:50",2.94255,0,0,1.28699,0,1.28789,3.66686,0
"20:19:00",2.65963,0,0,1.28699,0,1.16371,3.5567,0
"20:19:11",2.65963,0,0,1.28699,0,1.16371,3.5567,0
"20:19:21",2.65963,0,0,1.28699,0,1.16371,3.5567,0
"20:19:32",2.65963,0,0,1.28699,0,1.16371,3.5567,0
"20:19:44",2.65963,0,0,1.28699,0,1.16371,3.5567,0
"20:19:54",2.65963,0,0,1.28699,0,1.16371,3.5567,0
"20:20:07",1.69036,0,0,1.49015,0,1.8751,3.33889,0
"20:20:17",1.69036,0,0,1.49015,0,1.8751,3.33889,0
"20:20:28",1.69036,0,0,1.49015,0,1.8751,3.33889,0
"20:20:39",1.69036,0,0,1.49015,0,1.8751,3.33889,0
"20:20:49",1.69036,0,0,1.49015,0,1.8751,3.33889,0
"20:20:59",1.69036,0,0,1.49015,0,1.8751,3.33889,0
"20:21:10",2.94255,0,0,1.49015,2.77013,1.59725,6.28576,0
"20:21:20",2.94255,0,0,1.49015,2.77013,1.59725,6.28576,0
"20:21:31",2.94255,0,0,1.49015,2.77013,1.59725,6.28576,0
"20:21:41",2.94255,0,0,1.49015,2.77013,1.59725,6.28576,0
"20:21:52",2.94255,0,0,1.49015,2.77013,1.59725,6.28576,0
"20:22:02",2.35244,0,0,1.48266,2.1738,0,8.18128,0
"20:22:12",2.35244,0,0,1.48266,2.1738,0,8.18128,0
"20:22:23",2.35244,0,0,1.48266,2.1738,0,8.18128,0
"20:22:33",2.35244,0,0,1.48266,2.1738,0,8.18128,0
"20:22:44",2.35244,0,0,1.48266,2.1738,0,8.18128,0
"20:22:54",2.35244,0,0,1.48266,2.1738,0,8.18128,0
"20:23:05",0,0,0,1.67325,2.3488,1.74559,6.45461,0
"20:23:15",0,0,0,1.67325,2.3488,1.74559,6.45461,0
"20:23:25",0,0,0,1.67325,2.3488,1.74559,6.45461,0
"20:23:36",0,0,0,1.67325,2.3488,1.74559,6.45461,0
"20:23:46",0,0,0,1.67325,2.3488,1.74559,6.45461,0
"20:23:57",0,0,0,1.67325,2.3488,1.74559,6.45461,0
"20:24:07",2.55984,0,0,1.67325,2.82901,1.74559,5.26019,0
"20:24:17",2.55984,0,0,1.67325,2.82901,1.74559,5.26019,0
"20:24:28",2.55984,0,0,1.67325,2.82901,1.74559,5.26019,0
"20:24:39",2.55984,0,0,1.67325,2.82901,1.74559,5.26019,0
"20:24:49",2.55984,0,0,1.67325,2.82901,1.74559,5.26019,0
"20:25:00",2.55984,0,0,1.67325,2.82901,1.74559,5.26019,0
"20:25:10",2.35011,0,0.53836,1.65558,0.9077,1.74559,4.98757,0
"20:25:21",2.35011,0,0.53836,1.65558,0.9077,1.74559,4.98757,0
"20:25:31",2.35011,0,0.53836,1.65558,0.9077,1.74559,4.98757,0
"20:25:42",2.35011,0,0.53836,1.65558,0.9077,1.74559,4.98757,0
"20:25:52",2.35011,0,0.53836,1.65558,0.9077,1.74559,4.98757,0
"20:26:03",0,0,0.61458,1.65558,0.45355,1.667,6.45564,0
"20:26:13",0,0,0.61458,1.65558,0.45355,1.667,6.45564,0
"20:26:23",0,0,0.61458,1.65558,0.45355,1.667,6.45564,0
"20:26:34",0,0,0.61458,1.65558,0.45355,1.667,6.45564,0
"20:26:44",0,0,0.61458,1.65558,0.45355,1.667,6.45564,0
"20:26:55",0,0,0.61458,1.65558,0.45355,1.667,6.45564,0
"20:27:05",2.55984,2.11663,1.06913,1.63802,0.53076,1.54123,5.26019,3.14159
"20:27:16",2.55984,2.11663,1.06913,1.63802,0.53076,1.54123,5.26019,3.14159
"20:27:26",2.55984,2.11663,1.06913,1.63802,0.53076,1.54123,5.26019,3.14159
"20:27:36",2.55984,2.11663,1.06913,1.63802,0.53076,1.54123,5.26019,3.14159
"20:27:47",2.55984,2.11663,1.06913,1.63802,0.53076,1.54123,5.26019,3.14159
"20:27:57",2.55984,2.11663,1.06913,1.63802,0.53076,1.54123,5.26019,3.14159
"20:28:08",0,1.92025,1.13006,1.63802,0.63236,1.4285,4.99753,1.56489
"20:28:18",0,1.92025,1.13006,1.63802,0.63236,1.4285,4.99753,1.56489
"20:28:29",0,1.92025,1.13006,1.63802,0.63236,1.4285,4.99753,1.56489
"20:28:39",0,1.92025,1.13006,1.63802,0.63236,1.4285,4.99753,1.56489
"20:28:49",0,1.92025,1.13006,1.63802,0.63236,1.4285,4.99753,1.56489
"20:29:00",0,1.92025,1.13006,1.63802,0.63236,1.4285,4.99753,1.56489
"20:29:10",0,1.2818,0,1.62056,0.45543,1.3283,6.47166,3.01706
"20:29:21",0,1.2818,0,1.62056,0.45543,1.3283,6.47166,3.01706
"20:29:31",0,1.2818,0,1.62056,0.45543,1.3283,6.47166,3.01706
"20:29:42",0,1.2818,0,1.62056,0.45543,1.3283,6.47166,3.01706
"20:29:52",0,1.2818,0,1.62056,0.45543,1.3283,6.47166,3.01706
"20:30:03",0,1.92025,0,1.62056,0.61714,1.24018,5.27487,3.01706
"20:30:13",0,1.92025,0,1.62056,0.61714,1.24018,5.27487,3.01706
"20:30:23",0,1.92025,0,1.62056,0.61714,1.24018,5.27487,3.01706
"20:30:34",0,1.92025,0,1.62056,0.61714,1.24018,5.27487,3.01706
"20:30:44",0,1.92025,0,1.62056,0.61714,1.24018,5.27487,3.01706
"20:30:55",0,1.92025,0,1.62056,0.61714,1.24018,5.27487,3.01706
"20:31:05",0,1.92025,0,1.60321,3.29054,1.16372,4.99532,1.57857
"20:31:16",0,1.92025,0,1.60321,3.29054,1.16372,4.99532,1.57857
"20:31:26",0,1.92025,0,1.60321,3.29054,1.16372,4.99532,1.57857
"20:31:36",0,1.92025,0,1.60321,3.29054,1.16372,4.99532,1.57857
"20:31:47",0,1.92025,0,1.60321,3.29054,1.16372,4.99532,1.57857
"20:31:57",0,1.92025,0,1.60321,3.29054,1.16372,4.99532,1.57857
"20:32:08",0,1.2818,0,1.59458,2.22678,1.09858,6.47377,2.88502
"20:32:18",0,1.2818,0,1.59458,2.22678,1.09858,6.47377,2.88502
"20:32:29",0,1.2818,0,1.59458,2.22678,1.09858,6.47377,2.88502
"20:32:39",0,1.2818,0,1.59458,2.22678,1.09858,6.47377,2.88502
"20:32:49",0,1.2818,0,1.59458,2.22678,1.09858,6.47377,2.88502
"20:33:00",0,1.2818,0,1.59458,2.22678,1.09858,6.47377,2.88502
"20:33:10",0,1.92025,0,1.58597,3.14159,1.04443,8.01134,2.88502
"20:33:21",0,1.92025,0,1.58597,3.14159,1.04443,8.01134,2.88502
"20:33:31",0,1.92025,0,1.58597,3.14159,1.04443,8.01134,2.88502
"20:33:42",0,1.92025,0,1.58597,3.14159,1.04443,8.01134,2.88502
"20:33:52",0,1.92025,0,1.58597,3.14159,1.04443,8.01134,2.88502
"20:34:02",3.15357,1.92025,0,1.58597,3.14159,1.00102,5.65781,1.58346
"20:34:13",3.15357,1.92025,0,1.58597,3.14159,1.00102,5.65781,1.58346
"20:34:23",3.15357,1.92025,0,1.58597,3.14159,1.00102,5.65781,1.58346
"20:34:34",3.15357,1.92025,0,1.58597,3.14159,1.00102,5.65781,1.58346
"20:34:44",3.15357,1.92025,0,1.58597,3.14159,1.00102,5.65781,1.58346
"20:34:55",3.15357,1.92025,0,1.58597,3.14159,1.00102,5.65781,1.58346
"20:35:05",3.6113,0,0,1.03953,3.528,0.96811,6.69393,2.88502
"20:35:15",3.6113,0,0,1.03953,3.528,0.96811,6.69393,2.88502
"20:35:26",3.6113,0,0,1.03953,3.528,0.96811,6.69393,2.88502
"20:35:36",3.6113,0,0,1.03953,3.528,0.96811,6.69393,2.88502
"20:35:47",3.6113,0,0,1.03953,3.528,0.96811,6.69393,2.88502
"20:35:57",3.6113,0,0,1.03953,3.528,0.96811,6.69393,2.88502
"20:36:08",3.14159,2.02831,0,0,2.98889,0.94551,5.61992,2.88502
"20:36:18",3.14159,2.02831,0,0,2.98889,0.94551,5.61992,2.88502
"20:36:29",3.14159,2.02831,0,0,2.98889,0.94551,5.61992,2.88502
"20:36:39",3.14159,2.02831,0,0,2.98889,0.94551,5.61992,2.88502
