"1:04:11",7.64
"8:42:31",28.0
"19:19:56",57.132
"1:39:03",18.276
"18:26:18",39.422
"19:37:41",31.108
"1:09:23",6.608
"0:49:37",25.698
"17:48:36",49.128
"18:37:32",38.596
"2:09:44",1.076
"7:24:25",6.802
"0:14:45",14.206
"7:25:07",7.338
"18:49:15",55.906
"20:43:47",35.614
"21:26:29",36.584
"18:55:28",46.622
"22:15:25",44.188
"0:43:43",33.186
"19:31:58",30.534
"1:37:51",36.624
"18:49:27",63.264
"19:38:23",41.516
"19:08:31",41.588
"0:10:03",27.102
"20:03:12",25.508
"18:32:07",42.318
"22:44:47",45.152
"19:49:12",46.142
"21:48:56",25.732
"1:57:00",3.942
"8:01:50",6.858
"23:51:40",55.0
"0:15:27",12.336
"21:32:55",26.472
"22:27:08",19.42
"23:56:52",39.32
"23:49:56",71.004
"18:48:33",39.73
"18:36:50",28.364
"19:39:05",32.73
"2:39:24",32.746
"7:29:37",9.87
"1:40:16",16.804
"8:02:32",6.312
"2:04:07",2.092
"7:58:23",2.322
"21:25:47",39.266
"1:10:36",4.614
"0:03:07",27.144
"21:14:58",28.892
"1:50:11",3.944
"22:14:43",45.188
"0:51:21",9.984
"20:36:39",60.804
"21:16:11",36.39
"23:58:04",46.692
"1:21:01",9.624
"7:32:03",15.052
"20:15:32",17.936
"0:37:17",14.98
"23:33:06",77.65
"8:13:08",4.918
"22:04:48",48.402
"21:33:37",16.38
"2:10:57",2.38
"17:54:13",45.942
"0:02:25",27.398
"20:37:10",57.426
"18:09:16",37.196
"7:31:21",24.244
"21:38:50",28.79
"7:42:58",22.33
"19:07:48",54.818
"1:44:58",7.968
"21:20:11",23.868
"7:57:41",1.79
"17:47:42",37.966
"19:18:50",40.58
"22:25:44",29.084
"17:49:18",56.526
"2:12:10",2.142
"17:36:04",67.708
"1:32:38",32.14
"18:03:58",41.87
"20:02:30",26.758
"23:12:11",52.2
"21:37:06",18.096
"17:29:33",41.13
"18:07:40",21.556
"0:01:43",28.658
"17:44:31",56.222
"21:34:19",27.81
"7:45:45",14.878
"19:57:14",30.238
"20:14:50",17.03
"2:28:11",35.548
"23:45:14",89.654
"21:55:03",33.368
"18:31:25",49.116
"19:09:13",58.66
"22:16:07",42.648
"17:25:52",52.718
"8:25:28",26.34
"20:01:47",36.61
"22:00:06",51.466
"1:17:01",17.41
"0:25:09",17.966
"19:45:43",33.544
"0:39:43",15.0
"18:15:54",58.888
"20:13:06",38.816
"17:30:09",54.432
"21:22:48",18.88
"0:34:31",13.516
"0:04:51",30.134
"19:01:29",39.034
"22:07:35",53.968
"17:51:14",46.18
"19:54:06",25.628
"19:05:20",42.358
"1:43:03",29.246
"22:52:37",56.974
"7:49:23",10.552
"1:28:38",21.686
"8:38:31",25.19
"21:00:09",33.762
"2:19:26",9.504
"23:34:50",73.642
"21:31:00",37.078
"21:06:04",21.834
"19:04:49",38.756
"22:48:16",46.006
"0:54:19",26.792
"1:13:23",4.778
"18:46:44",51.644
"1:48:27",4.87
"22:24:09",23.33
"8:23:03",41.22
"20:00:13",21.974
"18:21:43",44.11
"22:22:45",23.04
"21:13:03",30.37
"8:08:38",4.98
"20:24:07",37.706
"20:39:47",62.42
"21:39:32",23.46
"17:59:01",59.768
"7:38:49",17.702
"18:05:23",22.674
"23:31:02",70.074
"19:10:38",53.128
"0:57:15",7.142
"20:35:57",49.204
"21:35:42",20.068
"17:29:21",42.252
"19:12:15",82.52
"1:17:53",16.156
"17:33:30",50.488
"21:46:40",19.958
"19:42:23",37.036
"0:28:57",23.086
"21:40:45",24.292
"21:50:52",30.708
"7:26:51",11.646
"19:48:30",41.228
"22:55:24",66.242
"17:38:17",46.09
"19:30:12",40.246
"17:33:54",49.138
"18:39:48",26.668
"1:01:15",6.396
"18:45:58",61.842
"23:29:58",74.512
"23:53:44",64.642
"0:18:02",16.522
"2:16:40",2.824
"7:41:15",14.2
"8:16:16",7.022
"23:48:22",65.564
"20:28:49",36.946
"2:02:55",1.644
"19:47:07",56.422
"18:53:00",44.816
"21:28:55",32.954
"21:43:32",34.94
"20:45:00",41.6
"23:41:57",95.016
"18:42:26",34.46
"0:31:23",32.53
"0:46:29",35.478
"8:20:16",20.99
"7:50:36",11.066
"21:10:16",22.002
"19:24:14",36.566
"1:54:13",3.052
"17:57:36",37.856
"21:24:01",17.53
"20:09:18",33.336
"1:52:48",3.542
"22:37:27",18.526
"18:23:07",34.2
"2:01:21",2.388
"21:07:38",18.058
"18:38:14",27.518
"1:01:36",6.324
"19:15:26",66.452
"18:54:34",39.976
"1:25:31",10.976
"21:09:03",25.732
"22:06:01",45.946
"1:24:08",12.386
"8:35:23",24.786
"23:40:02",90.03
"0:19:57",20.552
"19:52:42",36.472
"20:42:13",42.866
"18:35:15",42.686
"0:58:49",7.66
"20:06:20",49.088
"7:37:15",16.736
"18:12:09",24.938
"19:13:50",74.212
"20:39:26",54.306
"1:39:55",30.552
"22:43:13",57.828
"21:13:24",28.084
"8:28:36",18.406
"0:10:55",20.226
"8:00:27",1.374
"17:57:57",43.808
"1:42:42",22.798
"21:45:48",19.62
"22:28:43",26.506
"8:41:08",18.526
"17:40:04",66.58
"18:01:29",57.596
"18:04:20",50.834
"8:04:57",3.38
"8:05:40",6.642
"8:38:10",27.798
"1:05:45",6.138
"2:00:29",0.97
"20:07:02",43.58
"21:28:34",30.648
"7:54:45",2.53
"21:41:06",20.418
"23:26:20",94.134
"17:42:02",54.108
"1:13:44",6.608
"17:41:19",58.44
"20:56:41",27.936
"0:18:23",14.54
"17:20:55",54.384
"20:23:46",32.56
"21:12:42",29.832
"19:22:50",49.49
"21:09:55",25.68
"21:36:45",28.484
"22:29:25",24.448
"0:11:37",19.368
"7:26:30",14.994
"1:00:33",4.462
"0:53:58",22.284
"17:34:15",58.896
"0:05:12",34.714
"18:00:47",44.344
"19:25:17",36.75
"1:59:04",3.154
"23:42:39",79.876
"18:44:43",55.746
"7:40:54",14.134
"22:47:55",40.672
"0:13:11",11.422
"7:39:41",22.752
"23:27:02",80.532
"8:27:33",24.602
"22:05:09",54.474
"21:39:11",24.126
"19:26:00",38.428
"20:41:10",32.046
"7:22:00",8.528
"21:56:37",47.262
"19:44:40",34.516
"17:44:10",60.798
"21:21:45",31.97
"7:48:20",11.752
"22:51:34",50.738
"18:14:51",30.96
"19:55:09",42.072
"1:21:53",27.258
"17:46:07",52.724
"19:20:17",35.8
"23:48:01",85.376
"20:05:28",53.17
"22:37:48",32.082
"21:47:22",13.478
"0:04:30",26.992
"18:50:32",58.638
"23:43:10",94.816
"7:33:37",15.054
"0:07:58",17.392
"8:26:51",23.224
"18:57:57",38.836
"20:32:18",55.996
"1:35:25",23.65
"0:55:42",18.472
"22:50:52",61.24
"21:48:04",12.47
"23:35:11",83.61
"0:39:22",16.614
"1:43:24",21.054
"20:48:19",19.95
"18:20:39",40.814
"22:04:27",46.142
"21:18:27",29.808
"8:02:11",5.898
"18:27:53",48.328
"21:32:03",31.172
"2:15:48",7.268
"7:47:49",10.206
"20:04:46",40.406
"20:34:23",57.486
"0:40:35",11.946
"22:18:12",37.112
"8:39:13",24.338
"8:40:26",15.478
"1:49:50",7.234
"23:59:38",34.284
"21:40:24",29.016
"20:40:39",35.586
"1:32:59",37.726
